"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-11","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","140975","","","","0"
"2021-12","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","65975","","","","0"
"2022-01","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","90008","","","","0"
"2022-02","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","121105","","","","0"
"2022-03","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","180503","","","","0"
"2022-04","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","240437","","","","0"
"2022-05","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","278147","","","","0"
"2022-06","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","280017","","","","0"
"2022-07","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","281584","","","","0"
"2022-08","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","250191","","","","0"
"2022-09","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","204419","","","","0"
"2022-10","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","180923","","","","0"
"2022-11","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","108767","","","","0"
"2022-12","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","69658","","","","0"
"2023-01","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","63733","","","","0"
"2023-02","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","146643","","","","0"
"2023-03","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","207994","","","","0"
"2023-04","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","238746","","","","0"
"2023-05","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","323056","","","","0"
"2023-06","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","271271","","","","0"
"2023-07","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","264472","","","","0"
"2023-08","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","243310","","","","0"
"2023-09","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","229927","","","","0"
"2023-10","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","139380","","","","0"
"2023-11","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","101799","","","","0"
"2023-12","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","71454","","","","0"
"2024-01","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","56439","","","","0"
"2024-02","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","177776","","","","0"
"2024-03","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","200116","","","","0"
"2024-04","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","220637","","","","0"
"2024-05","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","282440","","","","0"
"2024-06","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","260301","","","","0"
"2024-07","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","278958","","","","0"
"2024-08","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","242659","","","","0"
"2024-09","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","230645","","","","0"
"2024-10","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","197402","","","","0"
"2024-11","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","104691","","","","0"
"2024-12","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","72732","","","","0"
"2025-01","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","107368","","","","0"
"2025-02","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","86286","","","","0"
"2025-03","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","206921","","","","0"
"2025-04","Ontario","2016A000235","Total all classes of electricity producer","Solar","Megawatt hours","210","units","0","v54259610","7.1.9","240171","","","","0"
"2008-01","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-02","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-03","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-04","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-05","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-06","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-07","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-08","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-09","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-10","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-11","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2008-12","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-01","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-02","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-03","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-04","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-05","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-06","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-07","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-08","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-09","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-10","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-11","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
"2009-12","Ontario","2016A000235","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units","0","v67408299","7.1.10","","..","","","0"
